client,age,education,emploi,categorie,adresse,revenus,debcred,debcarte,autres,defaut
5498,31,Niveau bac,6,12,0,46.8,16.95,0.991575,6.941025,Oui
5499,24,Niveau bac,4,12,4,28.1,6.49,0.50698582,1.31670418,Non
5500,21,Bac+2,3,12,1,15.0,11.8,0.41595,1.35405,Oui
5501,43,Bac+3,17,12,20,217.2,15.72,16.28661168,17.85722832,Oui
5502,47,Niveau bac,17,12,11,47.0,18.9,3.766392,5.116608,Non
5503,27,Bac+2,0,12,4,22.7,4.71,0.34641108,0.72275892,Non
5504,29,Niveau bac,1,12,9,19.0,14.04,0.2027376,2.4648624,Non
5505,30,Niveau bac,12,12,8,25.2,2.65,0.1616076,0.5061924,Non
5506,18,Bac+2,0,12,0,16.0,8.3,0.173968,1.154032,Oui
5507,18,Bac+2,0,12,0,56.0,15.7,1.837528,6.954472,Oui
5508,27,Niveau bac,0,12,7,17.5,11.59,0.63889875,1.38935125,Non
5509,30,Bac+2,7,12,11,29.8,3.34,0.45585656,0.53946344,Non
5510,41,Bac+2,17,12,2,88.2,8.05,1.136016,5.964084,Non
5511,24,Bac+4,1,12,3,13.3,15.35,0.82682775,1.21472225,Oui
5512,29,Niveau bac,10,12,9,20.7,6.1,0.2184471,1.0442529,Non
5513,36,Niveau bac,11,12,3,36.3,4.14,0.8340651,0.6687549,Non
5514,44,Bac+3,13,12,0,27.8,14.46,0.26531208,3.75456792,Non
5515,999,Niveau bac,9,12,11,26.6,6.2,0.1632708,1.4859292,Non
5516,33,Niveau bac,5,12,4,22.4,12.29,0.98280672,1.77015328,Oui
5517,26,Bac+4,1,12,5,34.4,8.39,1.876004,1.010156,Oui
5518,32,Niveau bac,11,12,8,24.3,1.68,0.13839336,0.26984664,Non
5519,42,Bac+3,6,12,11,55.4,7.59,0.48776376,3.71709624,Non
5520,30,Niveau bac,4,12,3,36.0,9.6,0.82944,2.62656,Oui
5521,999,Bac+3,10,12,7,70.0,3.2,0.85344,1.38656,Oui
5522,25,Bac+3,1,12,0,21.8,4.92,0.17589984,0.89666016,Non
5523,37,Niveau bac,1,12,3,25.3,8.03,0.91015232,1.12143768,Oui
5524,38,Bac+2,4,12,3,19.5,7.25,0.175305,1.238445,Non
5525,31,Niveau bac,2,12,11,17.6,11.11,0.86426912,1.09109088,Oui
5526,31,Bac+4,1,12,4,43.0,7.9,2.493398,0.903602,Non
5527,52,Bac+3,21,12,27,217.6,28.47,8.54919936,53.40152064,Non
5528,39,Bac+3,7,12,16,21.6,7.68,0.66521088,0.99366912,Non
5529,34,Niveau bac,10,12,2,31.5,18.42,2.2106763,3.5916237,Non
5530,24,Niveau bac,0,12,1,28.0,1.5,0.19908,0.22092,Non
5531,30,Niveau bac,8,12,999,27.3,4.81,0.70252455,0.61060545,Non
5532,38,Niveau bac,19,12,13,72.2,13.25,3.5491715,6.0173285,Non
5533,24,Niveau bac,1,12,3,25.0,11.48,0.45346,2.41654,Non
5534,999,Niveau bac,7,12,5,27.8,3.52,0.71337024,0.26518976,Non
5535,34,Bac+4,6,12,14,19.2,10.71,0.16656192,1.88975808,Non
5536,20,Bac+3,0,12,0,13.0,17.8,0.814528,1.499472,Non
5537,36,Niveau bac,14,12,7,24.8,10.19,1.56176016,0.96535984,Non
5538,36,Bac+4,3,12,12,16.2,9.19,0.54191592,0.94686408,Oui
5539,26,Niveau bac,6,12,4,24.8,10.05,0.2941032,2.1982968,Non
5540,23,Niveau bac,4,12,0,22.1,20.69,0.54412631,4.02836369,Oui
5541,23,Bac+2,0,12,4,15.8,9.36,0.74387664,0.73500336,Non
5542,999,Niveau bac,25,12,22,126.6,10.22,5.00720724,7.93131276,Non
5543,26,Bac+3,2,12,4,38.0,11.9,0.954142,3.567858,Oui
5544,28,Bac+2,2,12,4,30.2,4.74,0.31635708,1.11512292,Oui
5545,44,Niveau bac,17,12,21,111.2,12.97,4.86042968,9.56221032,Non
5546,27,Bac+2,8,12,0,27.6,8.65,1.0958166,1.2915834,Non
5547,33,Bac+2,15,12,4,61.9,12.94,2.73136226,5.27849774,Non
5548,35,Niveau bac,13,12,15,39.9,4.56,0.49852656,1.32091344,Non
5549,27,Bac+3,5,12,7,33.0,8.91,0.7321347,2.2081653,Non
5550,41,Niveau bac,5,12,20,32.7,8.57,1.82715828,0.97523172,Oui
5551,999,Niveau bac,6,12,5,35.2,4.04,0.34983168,1.07224832,Non
5552,21,Bac+3,0,12,0,17.0,17.6,1.373328,1.618672,Oui
5553,48,Bac+3,15,12,999,133.0,4.1,1.952174,3.500826,Non
5554,20,Bac+3,0,12,0,20.0,7.2,0.34272,1.09728,Oui
5555,31,Bac+2,4,12,11,23.5,6.96,0.4775952,1.1580048,Non
5556,29,Niveau bac,1,12,4,36.4,10.14,1.44316536,2.24779464,Oui
5557,38,Niveau bac,2,12,999,19.5,10.58,0.8561865,1.2069135,Non
5558,35,Niveau bac,8,12,13,28.7,32.85,6.3544383,3.0735117,Oui
5559,45,Bac+2,15,12,6,80.8,1.6,0.4046464,0.8881536,Non
5560,23,Niveau bac,2,12,999,18.4,1.5,0.024012,0.251988,Non
5561,35,Bac+2,16,12,12,53.6,0.76,0.12465216,0.28270784,Non
5562,39,Niveau bac,1,12,4,26.1,21.96,3.64527216,2.08628784,Oui
5563,42,Niveau bac,3,12,6,22.9,4.34,0.79806958,0.19579042,Non
5564,46,Niveau bac,23,12,23,127.5,2.88,0.921672,2.750328,Non
5565,40,Bac+3,5,12,9,34.0,23.3,1.528946,6.393054,Non
5566,54,Bac+4,29,12,21,165.2,11.95,1.8359502,17.9054498,Non
5567,28,Bac+2,1,12,8,23.0,29.46,0.3862206,6.3895794,Non
5568,47,Niveau bac,10,12,1,28.1,7.3,0.779494,1.271806,Non
5569,37,Niveau bac,9,12,18,50.3,1.4,0.5394172,0.1647828,Non
5570,18,Bac+2,0,12,0,22.0,10.5,0.29799,2.01201,Oui
5571,38,Bac+2,14,12,4,78.9,13.38,0.9501138,9.6067062,Non
5572,999,Niveau bac,20,12,7,46.2,7.21,0.65287992,2.67814008,Non
5573,45,Niveau bac,17,12,9,59.6,6.92,2.37560832,1.74871168,Non
5574,46,Niveau bac,24,12,2,129.6,2.03,0.32886,2.30202,Non
5575,54,Niveau bac,29,12,24,156.8,18.44,13.47388672,15.44003328,Oui
5576,39,Bac+3,0,12,9,25.1,11.45,1.092101,1.781849,Non
5577,21,Bac+2,1,12,0,20.0,20.3,0.41412,3.64588,Non
5578,44,Niveau bac,28,12,2,181.9,18.24,21.4001712,11.7783888,Oui
5579,46,Niveau bac,14,12,2,36.5,4.61,0.66464675,1.01800325,Non
5580,35,Niveau bac,12,12,1,31.5,10.71,0.607257,2.766393,Non
5581,38,Niveau bac,15,12,13,90.8,8.78,1.89739312,6.07484688,Non
5582,51,Niveau bac,33,12,13,234.0,9.6,4.245696,18.218304,Non
5583,23,Bac+3,1,12,1,42.0,1.3,0.165438,0.380562,Non
5584,32,Niveau bac,8,12,999,27.5,17.98,0.4697275,4.4747725,Non
5585,30,Bac+2,12,12,7,69.9,14.42,6.20902128,3.87055872,Oui
5586,28,Bac+2,9,12,3,36.0,3.2,0.089856,1.062144,Non
5587,40,Bac+4,5,12,9,62.0,8,1.49296,3.46704,Oui
5588,37,Niveau bac,21,12,1,122.5,6.66,4.095567,4.062933,Non
5589,31,Niveau bac,12,12,2,38.7,7.75,1.0377405,1.9615095,Non
5590,54,Niveau bac,27,12,30,79.0,4.64,0.3262384,3.3393616,Non
5591,44,Niveau bac,25,12,2,165.0,5.87,2.770053,6.915447,Non
5592,47,Niveau bac,21,12,19,149.3,12.68,5.84975316,13.08148684,Non
5593,36,Niveau bac,11,12,999,33.5,8.77,1.3397052,1.5982448,Non
5594,46,Niveau bac,10,12,3,38.3,7.01,0.34097341,2.34385659,Non
5595,49,Bac+2,9,12,25,31.8,8.07,1.51922592,1.04703408,Non
5596,42,Niveau bac,8,12,4,37.0,11.31,1.5608931,2.6238069,Oui
5597,43,Bac+3,0,12,4,31.0,2.4,0.284952,0.459048,Non
5598,34,Niveau bac,9,12,7,29.2,4.34,0.3421656,0.9251144,Non
5599,26,Bac+2,6,12,6,27.5,5.24,0.629717,0.811283,Oui
5600,27,Bac+4,1,12,3,32.0,15.4,2.153536,2.774464,Oui
5601,45,Bac+2,16,12,2,70.5,4.32,1.3370184,1.7085816,Non
5602,18,Bac+2,0,12,0,30.0,8.9,0.23496,2.43504,Oui
5603,32,Niveau bac,3,12,5,22.4,12.66,1.5880704,1.2477696,Oui
5604,49,Bac+2,11,12,1,58.2,6.2,0.5629104,3.0454896,Non
5605,37,Bac+2,0,12,9,37.0,16.2,0.92907,5.06493,Non
5606,49,Bac+2,14,12,999,94.0,6.9,3.787824,2.698176,Non
5607,44,Bac+2,10,12,17,47.7,8.15,1.32565455,2.56189545,Non
5608,40,Niveau bac,6,12,999,30.3,11.96,0.94945656,2.67442344,Non
5609,26,Niveau bac,9,12,3,41.0,22.1,0.616148,8.444852,Non
5610,41,Niveau bac,1,12,14,24.7,14.51,1.77048118,1.81348882,Non
5611,39,Bac+2,13,12,2,42.9,13.08,3.85497684,1.75634316,Non
5612,38,Niveau bac,0,12,15,22.1,2.87,0.23721698,0.39705302,Oui
5613,45,Bac+3,0,12,12,20.9,10.6,0.7665284,1.4488716,Oui
5614,39,Niveau bac,22,12,19,58.7,0.58,0.0902219,0.2502381,Non
5615,35,Bac+2,6,12,999,35.2,6.9,0.8160768,1.6127232,Non
5616,25,Bac+5 et plus,0,12,999,23.0,1.82,0.0196742,0.3989258,Non
5617,38,Niveau bac,8,12,4,73.1,4.24,1.43194128,1.66749872,Non
5618,999,Bac+2,0,12,0,22.0,38.8,3.636336,4.899664,Non
5619,61,Bac+4,23,12,20,81.0,8.9,1.701324,5.507676,Non
5620,44,Bac+2,4,12,22,38.6,1.35,0.2876472,0.2334528,Oui
5621,33,Bac+2,15,12,6,71.0,14.6,2.788454,7.577546,Non
5622,21,Bac+3,0,12,1,27.0,16.5,1.1583,3.2967,Non
5623,32,Bac+2,10,12,1,132.5,3.72,3.479874,1.449126,Non
5624,23,Bac+3,2,12,1,40.0,21.2,2.65424,5.82576,Oui
5625,33,Bac+4,4,12,4,136.0,10.1,5.56308,8.17292,Oui
5626,999,Bac+2,7,12,2,40.0,6.2,0.51088,1.96912,Non
5627,50,Niveau bac,3,12,29,39.6,19.64,2.333232,5.444208,Non
5628,40,Bac+3,0,12,13,36.4,6.74,1.19723968,1.25612032,Oui
5629,46,Bac+2,23,12,21,99.3,1.25,0.23707875,1.00417125,Non
5630,24,Bac+3,3,12,5,21.6,2.09,0.10021968,0.35122032,Oui
5631,22,Bac+3,0,12,1,45.0,13.6,1.87272,4.24728,Non
5632,46,Bac+3,2,12,999,27.0,12.1,0.545589,2.721411,Non
5633,51,Bac+3,2,12,15,34.0,7.2,1.767456,0.680544,Non
5634,30,Niveau bac,4,12,1,29.4,15.81,2.39844024,2.24969976,Non
5635,37,Bac+3,0,12,2,57.4,2.83,0.3979829,1.2264371,Oui
5636,36,Niveau bac,5,12,6,36.1,10.63,0.61782623,3.21960377,Non
5637,30,Niveau bac,4,12,6,19.0,10.45,0.702867,1.282633,Non
5638,22,Bac+2,3,12,1,39.8,7,0.175518,2.610482,Oui
5639,999,Bac+2,13,12,2,81.2,3.62,0.09700152,2.84243848,Non
5640,26,Niveau bac,6,12,7,28.2,2.72,0.345168,0.421872,Non
5641,50,Bac+3,20,12,6,82.9,8.87,3.47072456,3.88250544,Non
5642,36,Niveau bac,5,12,11,20.4,12.73,1.22834316,1.36857684,Non
5643,40,Niveau bac,16,12,7,33.0,23.3,2.022207,5.666793,Oui
5644,23,Bac+3,1,12,2,22.0,14.2,1.562,1.562,Oui
5645,41,Bac+2,10,12,11,54.4,2.1,0.2981664,0.8442336,Non
5646,37,Niveau bac,16,12,5,44.5,4.63,0.71494145,1.34540855,Non
5647,31,Niveau bac,13,12,3,39.2,7.16,0.62870528,2.17801472,Non
5648,29,Niveau bac,13,12,3,26.7,16.82,0.15269196,4.33824804,Non
5649,29,Niveau bac,2,12,0,29.4,6.15,0.7141995,1.0939005,Oui
5650,24,Bac+2,5,12,3,31.0,10.4,0.699608,2.524392,Non
5651,21,Niveau bac,1,12,1,17.8,4.54,0.36446212,0.44365788,Non
5652,39,Bac+5 et plus,8,12,4,58.4,31.54,6.1704856,12.2488744,Oui
5653,31,Bac+3,7,12,2,61.7,1.75,0.44161775,0.63813225,Non
5654,29,Bac+5 et plus,3,12,2,26.0,7.8,0.458328,1.569672,Non
5655,38,Niveau bac,7,12,5,22.6,3.28,0.17123568,0.57004432,Non
5656,40,Niveau bac,21,12,20,58.6,7.36,0.28465536,4.02830464,Non
5657,25,Bac+2,2,12,3,26.0,10.3,0.859638,1.818362,Non
5658,41,Niveau bac,24,12,15,144.1,11.66,10.3332669,6.4687931,Non
5659,999,Niveau bac,14,12,999,68.0,14.9,1.783232,8.348768,Non
5660,33,Bac+2,6,12,9,44.2,17.16,2.24507712,5.33964288,Oui
5661,45,Niveau bac,4,12,16,31.2,8.74,0.78806832,1.93881168,Non
5662,40,Bac+4,17,12,11,103.0,13.3,10.41124,3.28776,Oui
5663,999,Bac+2,18,12,2,127.2,1.52,0.57809856,1.35534144,Non
5664,29,Bac+2,1,12,3,25.5,2.53,0.21999615,0.42515385,Non
5665,51,Bac+2,28,12,20,134.0,4.1,1.752586,3.741414,Non
5666,24,Niveau bac,2,12,4,19.9,10.61,0.22380734,1.88758266,Non
5667,25,Niveau bac,8,12,2,34.5,5.29,0.7336701,1.0913799,Oui
5668,26,Niveau bac,8,12,2,21.9,13.41,2.27013867,0.66665133,Non
5669,35,Bac+4,6,12,11,31.3,3.89,0.1582841,1.0592859,Oui
5670,31,Bac+2,3,12,3,18.7,24.8,2.017356,2.620244,Oui
5671,28,Bac+3,4,12,5,20.0,6.2,0.57288,0.66712,Non
5672,30,Niveau bac,13,12,2,42.0,15.3,0.944622,5.481378,Non
5673,38,Niveau bac,1,12,7,27.3,8.48,0.5556096,1.7594304,Oui
5674,41,Bac+4,16,12,13,173.2,10.94,7.10553,11.84255,Non
5675,37,Niveau bac,19,12,2,99.9,7.58,0.42405552,7.14836448,Non
5676,38,Bac+3,15,12,4,136.0,20.2,6.758112,20.713888,Oui
5677,29,Niveau bac,13,12,10,50.7,8.06,0.87449388,3.21192612,Non
5678,39,Bac+4,14,12,999,46.0,6.5,0.49933,2.49067,Non
5679,29,Bac+4,4,12,6,58.0,18.2,1.615068,8.940932,Oui
5680,30,Niveau bac,1,12,5,14.9,1.04,0.03424616,0.12071384,Non
5681,46,Bac+3,4,12,12,38.5,5.34,0.4502421,1.6056579,Non
5682,30,Bac+3,2,12,4,25.9,4.87,0.27875393,0.98257607,Non
5683,40,Bac+2,19,12,12,73.9,9.23,3.23313978,3.58783022,Non
5684,28,Bac+2,4,12,5,23.3,12.49,1.28629514,1.62387486,Oui
5685,23,Niveau bac,5,12,3,25.8,6.75,0.2142045,1.5272955,Non
5686,34,Niveau bac,1,12,3,31.8,8.96,2.28512256,0.56415744,Oui
5687,49,Niveau bac,13,12,999,47.9,10.21,1.78995594,3.10063406,Non
5688,35,Niveau bac,3,12,10,28.2,6.18,0.44963208,1.29312792,Oui
5689,32,Niveau bac,16,12,10,35.3,3.77,0.80247843,0.52833157,Non
5690,37,Bac+4,6,12,10,55.3,6.95,2.3675036,1.4758464,Non
5691,47,Bac+2,10,12,10,48.0,7,1.97568,1.38432,Non
5692,30,Bac+2,1,12,3,37.3,4.56,0.12926688,1.57161312,Non
5693,38,Bac+5 et plus,6,12,3,229.6,16.17,4.2695268,32.8567932,Oui
5694,41,Niveau bac,15,12,12,55.0,12.2,4.12665,2.58335,Non
5695,999,Bac+3,15,12,18,76.9,2.59,0.72099902,1.27071098,Non
5696,47,Niveau bac,30,12,24,125.0,14.34,6.650175,11.274825,Oui
5697,30,Bac+2,1,12,3,39.0,1,0.14352,0.24648,Non
5698,31,Bac+3,8,12,12,60.3,2.01,0.23513382,0.97689618,Non
5699,21,Bac+3,0,12,999,16.5,18.07,0.76625835,2.21529165,Non
5700,32,Bac+2,0,12,7,22.0,22.5,0.57915,4.37085,Oui
5701,33,Bac+2,0,12,7,64.0,10.6,2.686464,4.097536,Non
5702,38,Bac+2,14,12,2,40.7,13.94,3.27365566,2.39992434,Oui
5703,27,Niveau bac,0,12,5,15.2,15.53,0.89229168,1.46826832,Non
5704,27,Niveau bac,11,12,7,27.5,14.9,0.6596975,3.4378025,Non
5705,41,Niveau bac,6,12,22,31.3,12.01,1.93971108,1.81941892,Non
5706,36,Niveau bac,12,12,6,47.3,5.78,2.46874782,0.26519218,Non
5707,39,Niveau bac,6,12,11,67.7,5.74,0.2720186,3.6139614,Oui
5708,41,Niveau bac,10,12,10,39.1,23.02,2.10619188,6.89462812,Non
5709,34,Bac+3,13,12,7,83.3,7.71,2.02948788,4.39294212,Non
5710,35,Niveau bac,17,12,5,65.8,5.02,2.28908988,1.01407012,Non
5711,26,Bac+3,2,12,999,21.0,8.2,0.54243,1.17957,Non
5712,34,Bac+2,14,12,3,56.1,17.39,5.01447606,4.74131394,Oui
5713,41,Niveau bac,15,12,999,55.6,2.57,0.39152408,1.03739592,Non
5714,37,Bac+4,8,12,7,62.0,23.9,5.808656,9.009344,Oui
5715,52,Bac+2,8,12,23,43.7,35.15,4.13198795,11.22856205,Oui
5716,33,Niveau bac,8,12,3,23.9,18.79,2.74837572,1.74243428,Non
5717,21,Bac+3,0,12,1,55.0,17.1,6.90327,2.50173,Oui
5718,50,Niveau bac,25,12,12,135.3,8.89,6.68766252,5.34050748,Non
5719,33,Niveau bac,15,12,2,67.3,1.84,0.89035208,0.34796792,Non
5720,37,Niveau bac,4,12,1,22.7,10.8,0.4854168,1.9661832,Oui
5721,37,Bac+3,1,12,3,25.6,3.7,0.3192064,0.6279936,Non
5722,38,Bac+5 et plus,7,12,999,124.0,19.1,9.520968,14.163032,Non
5723,37,Niveau bac,2,12,15,26.9,9.49,0.19401356,2.35879644,Non
5724,37,Bac+2,11,12,6,53.6,0.93,0.20587224,0.29260776,Non
5725,35,Niveau bac,11,12,13,25.5,3.87,0.04835565,0.93849435,Non
5726,32,Bac+2,2,12,4,31.5,13.29,0.74935665,3.43699335,Non
5727,44,Niveau bac,7,12,20,27.5,13.79,1.7065125,2.0857375,Non
5728,25,Niveau bac,1,12,999,15.1,18.98,1.10913426,1.75684574,Oui
5729,42,Niveau bac,2,12,22,27.5,9.31,1.72304825,0.83720175,Non
5730,43,Niveau bac,15,12,8,108.3,15.96,4.28660064,12.99807936,Non
5731,32,Niveau bac,11,12,7,37.7,2.61,0.37784448,0.60612552,Non
5732,999,Bac+4,14,12,4,98.0,16.5,1.34211,14.82789,Non
5733,31,Niveau bac,4,12,10,24.4,6.9,0.9832224,0.7003776,Non
5734,32,Bac+2,12,12,9,27.0,1.8,0.164754,0.321246,Non
5735,37,Niveau bac,21,12,13,93.8,4.26,0.32766216,3.66821784,Non
5736,58,Niveau bac,19,12,16,84.9,7.6,3.2326524,3.2197476,Non
5737,44,Bac+2,17,12,4,103.8,9.1,3.8538864,5.5919136,Non
5738,27,Bac+2,3,12,0,20.3,6.75,0.559062,0.811188,Non
5739,29,Niveau bac,11,12,2,39.0,3.2,0.571584,0.676416,Non
5740,28,Bac+4,5,12,3,30.0,7,0.462,1.638,Non
5741,31,Niveau bac,5,12,6,31.2,4.17,0.40462344,0.89641656,Non
5742,30,Niveau bac,5,12,9,22.4,7.63,1.0340176,0.6751024,Non
5743,999,Bac+2,2,12,1,22.0,9.2,1.048432,0.975568,Oui
5744,18,Bac+2,0,12,0,15.0,8,0.2244,0.9756,Non
5745,38,Niveau bac,8,12,7,25.2,2.52,0.32958576,0.30545424,Non
5746,36,Bac+2,8,12,999,38.7,8.62,0.97075854,2.36518146,Non
5747,999,Niveau bac,11,12,4,26.1,16.6,0.8838504,3.4487496,Oui
5748,40,Niveau bac,13,12,7,51.3,13.86,0.711018,6.399162,Non
5749,51,Bac+2,32,12,12,233.0,8.25,8.91924,10.30326,Non
5750,26,Niveau bac,6,12,4,22.6,27.71,2.52377138,3.73868862,Oui
5751,26,Niveau bac,1,12,7,23.5,8.6,0.238478,1.782522,Non
5752,999,Bac+3,4,12,14,54.4,6.18,0.3025728,3.0593472,Non
5753,36,Niveau bac,4,12,17,26.5,22.23,1.58466555,4.30628445,Non
5754,22,Niveau bac,5,12,1,21.1,8.88,1.06425024,0.80942976,Oui
5755,27,Bac+2,9,12,5,21.7,10.94,0.55551132,1.81846868,Non
5756,37,Bac+3,8,12,1,132.4,6.17,1.51944888,6.64963112,Non
5757,23,Bac+2,4,12,2,36.6,4.91,0.39175908,1.40530092,Oui
5758,40,Bac+3,16,12,16,87.7,17.46,1.66905378,13.64336622,Non
5759,24,Niveau bac,2,12,999,23.0,17.1,1.321488,2.611512,Non
5760,24,Niveau bac,8,12,0,21.6,10.11,0.14631192,2.03744808,Non
5761,46,Bac+2,5,12,17,45.5,8.38,0.9189089,2.8939911,Non
5762,27,Bac+2,3,12,8,29.0,7.25,0.46255,1.63995,Oui
5763,43,Niveau bac,5,12,6,45.3,25.95,5.172354,6.582996,Oui
5764,35,Niveau bac,9,12,999,42.6,6.63,0.72304128,2.10133872,Non
5765,44,Bac+2,11,12,10,36.6,10.07,2.92638228,0.75923772,Non
5766,53,Niveau bac,17,12,28,45.0,10.17,0.9747945,3.6017055,Non
5767,70,Bac+4,30,12,22,493.0,9.9,22.93929,25.86771,Oui
5768,24,Niveau bac,4,12,3,15.7,1.34,0.10077202,0.10960798,Non
5769,38,Niveau bac,12,12,0,52.1,8,0.262584,3.905416,Non
5770,24,Bac+4,0,12,2,45.0,5.5,0.58905,1.88595,Oui
5771,999,Niveau bac,1,12,6,28.1,6.29,0.92439727,0.84309273,Non
5772,27,Bac+2,3,12,7,44.6,7.5,0.585375,2.759625,Non
5773,27,Bac+2,6,12,1,60.4,13.34,3.85141808,4.20594192,Oui
5774,27,Bac+4,3,12,3,43.0,4.5,0.57663,1.35837,Non
5775,26,Niveau bac,9,12,2,29.4,11.55,1.8099081,1.5857919,Oui
5776,39,Niveau bac,19,12,14,84.7,7.64,1.2618606,5.2092194,Non
5777,43,Bac+2,1,12,1,54.2,5.9,1.454999,1.742801,Non
5778,29,Bac+2,3,12,2,23.0,7.57,0.1305825,1.6105175,Non
5779,31,Niveau bac,14,12,999,35.8,2.36,0.16644136,0.67843864,Non
5780,34,Niveau bac,10,12,9,27.4,4.63,0.13447372,1.13414628,Non
5781,42,Niveau bac,20,12,0,50.2,5.03,0.52268742,2.00237258,Non
5782,999,Niveau bac,13,12,3,91.0,9.45,2.1928725,6.4066275,Non
5783,36,Bac+2,9,12,10,35.0,0.8,0.08652,0.19348,Non
5784,35,Bac+3,2,12,7,27.0,0.8,0.103464,0.112536,Non
5785,33,Bac+4,2,12,11,77.6,16.93,4.29602136,8.84165864,Oui
5786,18,Bac+2,0,12,0,22.0,4.4,0.148104,0.819896,Oui
5787,26,Niveau bac,5,12,999,19.8,20.68,2.00227896,2.09236104,Oui
5788,31,Bac+2,6,12,8,25.9,12.09,0.71080737,2.42050263,Non
5789,28,Niveau bac,2,12,0,17.6,20.41,2.24150784,1.35065216,Non
5790,76,Niveau bac,15,12,20,26.0,5.6,0.136864,1.319136,Non
5791,22,Niveau bac,1,12,0,15.8,5.57,0.05896402,0.82109598,Non
5792,35,Bac+2,4,12,8,28.2,13.3,1.200192,2.550408,Non
5793,999,Niveau bac,1,12,7,23.8,19.15,1.5678488,2.9898512,Non
5794,34,Bac+2,12,12,14,54.7,9.71,0.32930494,4.98206506,Non
5795,24,Niveau bac,0,12,0,14.0,5.88,0.1514688,0.6717312,Oui
5796,36,Niveau bac,4,12,1,25.2,22.79,1.97561952,3.76746048,Oui
5797,48,Bac+2,1,12,11,17.4,13.44,0.24087168,2.09768832,Oui
5798,39,Niveau bac,7,12,8,23.5,6.99,0.5782128,1.0644372,Non
5799,999,Bac+2,0,12,0,27.0,9.4,0.433998,2.104002,Oui
5800,47,Niveau bac,23,12,999,78.1,2.39,1.06582289,0.80076711,Oui
5801,33,Niveau bac,13,12,7,29.3,2.73,0.41994225,0.37994775,Non
5802,42,Bac+2,6,12,999,42.8,6.3,2.0276928,0.6687072,Non
5803,32,Bac+2,3,12,11,21.9,4.14,0.21669174,0.68996826,Non
5804,27,Bac+3,4,12,5,41.0,6.1,1.653161,0.847839,Oui
5805,34,Niveau bac,12,12,0,27.4,3.35,0.2891385,0.6287615,Oui
5806,20,Bac+3,0,12,0,58.0,2.8,0.457968,1.166032,Non
5807,42,Niveau bac,22,12,6,57.0,7.66,1.1745078,3.1916922,Non
5808,999,Bac+4,1,12,6,107.0,8.9,1.437973,8.085027,Oui
5809,25,Bac+3,2,12,1,26.0,11.9,1.2376,1.8564,Oui
5810,65,Bac+4,29,12,14,189.0,5,3.3642,6.0858,Non
5811,53,Bac+4,26,12,20,249.0,5.8,7.58205,6.85995,Non
5812,33,Niveau bac,14,12,8,48.4,23.27,6.23952472,5.02315528,Non
5813,32,Bac+2,13,12,8,31.1,18.69,3.52824213,2.28434787,Non
5814,45,Bac+2,24,12,999,49.0,16.99,2.4892049,5.8358951,Non
5815,22,Bac+4,0,12,1,29.0,3.7,0.079402,0.993598,Non
5816,999,Bac+2,2,12,7,41.3,0.58,0.04958478,0.18995522,Non
5817,35,Bac+3,3,12,999,19.6,18.12,2.38306992,1.16845008,Non
5818,42,Niveau bac,15,12,14,41.9,4.58,0.63711464,1.28190536,Non
5819,32,Bac+2,2,12,6,30.0,9.4,1.1844,1.6356,Non
5820,46,Niveau bac,6,12,1,56.7,16.84,2.27249064,7.27578936,Non
5821,999,Niveau bac,14,12,0,40.4,3.38,0.5393804,0.8261396,Non
5822,27,Bac+2,9,12,4,29.8,5.94,0.25312716,1.51699284,Non
5823,39,Bac+2,19,12,12,54.2,26.35,3.6132701,10.6684299,Non
5824,22,Bac+2,3,12,1,45.0,11.1,1.84815,3.14685,Non
5825,34,Bac+2,12,12,11,19.1,7.75,0.52548875,0.95476125,Non
5826,999,Niveau bac,7,12,10,22.2,20.61,2.6308665,1.9445535,Non
5827,29,Bac+5 et plus,1,12,5,51.0,12.5,2.428875,3.946125,Non
5828,999,Bac+3,6,12,17,50.6,3.95,0.1499025,1.8487975,Non
5829,47,Bac+2,6,12,11,75.0,15.2,2.9298,8.4702,Non
5830,37,Niveau bac,1,12,0,21.4,4.36,0.3452248,0.5878152,Non
5831,42,Niveau bac,17,12,16,49.5,3.41,0.61272585,1.07522415,Non
5832,28,Bac+5 et plus,1,12,3,77.0,0.2,0.057596,0.096404,Non
5833,21,Bac+3,0,12,999,21.0,10.4,1.537536,0.646464,Non
5834,41,Bac+2,17,12,20,55.0,19.15,0.358105,10.174395,Non
5835,36,Bac+3,7,12,7,25.3,10.42,1.3708552,1.2654048,Non
5836,23,Bac+2,0,12,999,22.0,9,0.7128,1.2672,Non
5837,29,Niveau bac,11,12,0,20.3,5.47,0.16767191,0.94273809,Non
5838,21,Niveau bac,4,12,1,34.5,8.29,0.46618815,2.39386185,Non
5839,42,Bac+5 et plus,12,12,999,34.0,6.1,0.557906,1.516094,Non
5840,23,Bac+2,4,12,3,28.0,15.02,1.3121472,2.8934528,Oui
5841,33,Bac+4,8,12,999,45.0,2.87,0.415863,0.875637,Non
5842,43,Niveau bac,17,12,24,40.6,24.81,2.79018222,7.28267778,Non
5843,36,Niveau bac,7,12,5,28.1,21.31,1.68864702,4.29946298,Non
5844,40,Bac+4,4,12,5,33.8,19.17,3.46003164,3.01942836,Oui
5845,36,Bac+2,0,12,6,47.8,4.07,0.25096434,1.69449566,Non
